workorderid,productid,orderqty,scrappedqty,startdate,enddate,duedate,scrapreasonid,modifieddate
50552,780,1,0,11/03/13,11/14/13,11/14/13,40,11/14/13
50553,793,1,0,11/03/13,11/14/13,11/14/13,21,11/14/13
50554,794,1,0,11/03/13,11/14/13,11/14/13,56,11/14/13
50555,797,2,0,11/03/13,11/14/13,11/14/13,110,11/14/13
50556,800,1,0,11/03/13,11/14/13,11/14/13,25,11/14/13
50557,801,1,0,11/03/13,11/14/13,11/14/13,57,11/14/13
50558,954,1,0,11/03/13,11/14/13,11/14/13,40,11/14/13
50559,955,1,0,11/03/13,11/14/13,11/14/13,101,11/14/13
50560,966,1,0,11/03/13,11/14/13,11/14/13,95,11/14/13
50561,968,2,0,11/03/13,11/14/13,11/14/13,15,11/14/13
50562,969,1,0,11/03/13,11/14/13,11/14/13,20,11/14/13
50563,970,3,0,11/03/13,11/14/13,11/14/13,41,11/14/13
50564,973,2,0,11/03/13,11/14/13,11/14/13,78,11/14/13
50565,974,2,0,11/03/13,11/14/13,11/14/13,23,11/14/13
50566,975,1,0,11/03/13,11/14/13,11/14/13,38,11/14/13
50567,976,1,0,11/03/13,11/14/13,11/14/13,118,11/14/13
50568,977,1,0,11/03/13,11/14/13,11/14/13,63,11/14/13
50569,979,1,0,11/03/13,11/14/13,11/14/13,40,11/14/13
50570,983,1,0,11/03/13,11/14/13,11/14/13,12,11/14/13
50571,989,1,0,11/03/13,11/14/13,11/14/13,5,11/14/13
50572,998,2,0,11/03/13,11/14/13,11/14/13,116,11/14/13
50573,999,1,0,11/03/13,11/14/13,11/14/13,30,11/14/13
50574,514,2,0,11/03/13,11/14/13,11/14/13,43,11/14/13
50575,516,3,0,11/03/13,11/14/13,11/14/13,114,11/14/13
50576,517,4,0,11/03/13,11/14/13,11/14/13,111,11/14/13
50577,518,10,0,11/03/13,11/14/13,11/14/13,64,11/14/13
50578,519,2,0,11/03/13,11/14/13,11/14/13,39,11/14/13
50579,520,1,0,11/03/13,11/14/13,11/14/13,53,11/14/13
50580,521,3,0,11/03/13,11/14/13,11/14/13,74,11/14/13
50581,522,6,0,11/03/13,11/14/13,11/14/13,79,11/14/13
50582,722,1,0,11/03/13,11/13/13,11/14/13,88,11/13/13
50583,737,2,0,11/03/13,11/13/13,11/14/13,75,11/13/13
50584,738,1,0,11/03/13,11/13/13,11/14/13,94,11/13/13
50585,739,1,0,11/03/13,11/13/13,11/14/13,103,11/13/13
50586,748,2,0,11/03/13,11/14/13,11/14/13,82,11/14/13
50587,805,6,0,11/03/13,11/14/13,11/14/13,4,11/14/13
50588,806,19,0,11/03/13,11/14/13,11/14/13,103,11/14/13
50589,807,6,0,11/03/13,11/14/13,11/14/13,57,11/14/13
50590,808,2,0,11/03/13,11/14/13,11/14/13,96,11/14/13
50591,810,3,0,11/03/13,11/14/13,11/14/13,31,11/14/13
50592,811,4,0,11/03/13,11/14/13,11/14/13,28,11/14/13
50593,812,10,0,11/03/13,11/14/13,11/14/13,44,11/14/13
50594,813,2,0,11/03/13,11/14/13,11/14/13,97,11/14/13
50595,815,2,0,11/03/13,11/14/13,11/14/13,91,11/14/13
50596,816,3,0,11/03/13,11/14/13,11/14/13,13,11/14/13
50597,818,4,0,11/03/13,11/14/13,11/14/13,20,11/14/13
50598,819,10,0,11/03/13,11/14/13,11/14/13,53,11/14/13
50599,820,2,0,11/03/13,11/14/13,11/14/13,29,11/14/13
50600,821,10,0,11/03/13,11/14/13,11/14/13,48,11/14/13
50601,822,2,0,11/03/13,11/14/13,11/14/13,117,11/14/13
50602,823,2,0,11/03/13,11/14/13,11/14/13,45,11/14/13
50603,824,3,0,11/03/13,11/14/13,11/14/13,18,11/14/13
50604,826,4,0,11/03/13,11/14/13,11/14/13,31,11/14/13
50605,827,10,0,11/03/13,11/14/13,11/14/13,8,11/14/13
50606,828,2,0,11/03/13,11/14/13,11/14/13,4,11/14/13
50607,829,10,0,11/03/13,11/14/13,11/14/13,113,11/14/13
50608,833,2,0,11/03/13,11/13/13,11/14/13,110,11/13/13
50609,834,2,0,11/03/13,11/13/13,11/14/13,82,11/13/13
50610,835,2,0,11/03/13,11/13/13,11/14/13,6,11/13/13
50611,836,2,0,11/03/13,11/13/13,11/14/13,55,11/13/13
50612,838,1,0,11/03/13,11/13/13,11/14/13,61,11/13/13
50613,839,1,0,11/03/13,11/13/13,11/14/13,119,11/13/13
50614,887,1,0,11/03/13,11/13/13,11/14/13,88,11/13/13
50615,888,1,0,11/03/13,11/13/13,11/14/13,49,11/13/13
50616,890,4,0,11/03/13,11/13/13,11/14/13,27,11/13/13
50617,892,2,0,11/03/13,11/13/13,11/14/13,36,11/13/13
50618,893,1,0,11/03/13,11/13/13,11/14/13,35,11/13/13
50619,894,31,0,11/03/13,11/14/13,11/14/13,114,11/14/13
50620,895,1,0,11/03/13,11/13/13,11/14/13,91,11/13/13
50621,906,1,0,11/03/13,11/13/13,11/14/13,26,11/13/13
50622,943,1,0,11/03/13,11/14/13,11/14/13,80,11/14/13
50623,945,31,0,11/03/13,11/14/13,11/14/13,5,11/14/13
50624,946,1,0,11/03/13,11/14/13,11/14/13,16,11/14/13
50625,947,9,0,11/03/13,11/14/13,11/14/13,65,11/14/13
50626,949,6,0,11/03/13,11/14/13,11/14/13,119,11/14/13
50627,950,19,0,11/03/13,11/14/13,11/14/13,112,11/14/13
50628,951,6,0,11/03/13,11/14/13,11/14/13,52,11/14/13
50629,994,11,0,11/03/13,11/14/13,11/14/13,113,11/14/13
50630,995,12,0,11/03/13,11/14/13,11/14/13,109,11/14/13
50631,996,8,0,11/03/13,11/14/13,11/14/13,68,11/14/13
50632,3,310,0,11/03/13,11/13/13,11/14/13,100,11/13/13
50633,324,62,0,11/03/13,11/13/13,11/14/13,9,11/13/13
50634,327,31,0,11/03/13,11/13/13,11/14/13,25,11/13/13
50635,328,10,0,11/03/13,11/13/13,11/14/13,43,11/13/13
50636,329,32,0,11/03/13,11/13/13,11/14/13,102,11/13/13
50637,330,20,0,11/03/13,11/13/13,11/14/13,77,11/13/13
50638,398,31,0,11/03/13,11/13/13,11/14/13,21,11/13/13
50639,399,31,0,11/03/13,11/13/13,11/14/13,44,11/13/13
50640,400,12,0,11/03/13,11/13/13,11/14/13,69,11/13/13
50641,401,50,0,11/03/13,11/13/13,11/14/13,28,11/13/13
50642,529,31,0,11/03/13,11/13/13,11/14/13,92,11/13/13
50643,532,124,0,11/03/13,11/13/13,11/14/13,76,11/13/13
50644,533,31,0,11/03/13,11/13/13,11/14/13,85,11/13/13
50645,534,31,0,11/03/13,11/13/13,11/14/13,112,11/13/13
50646,802,6,0,11/03/13,11/14/13,11/14/13,9,11/14/13
50647,803,11,0,11/03/13,11/14/13,11/14/13,78,11/14/13
50648,804,14,0,11/03/13,11/14/13,11/14/13,79,11/14/13
50649,316,62,0,11/03/13,11/13/13,11/14/13,55,11/13/13
50650,331,62,0,11/03/13,11/13/13,11/14/13,73,11/13/13
50651,350,31,0,11/03/13,11/13/13,11/14/13,73,11/13/13
50652,531,31,0,11/03/13,11/13/13,11/14/13,79,11/13/13
50653,779,3,0,11/04/13,11/22/13,11/15/13,87,11/22/13
50654,780,1,0,11/04/13,11/22/13,11/15/13,66,11/22/13
50655,781,1,0,11/04/13,11/22/13,11/15/13,46,11/22/13
50656,782,2,0,11/04/13,11/22/13,11/15/13,100,11/22/13
50657,783,2,0,11/04/13,11/22/13,11/15/13,40,11/22/13
50658,784,2,0,11/04/13,11/22/13,11/15/13,97,11/22/13
50659,792,1,0,11/04/13,11/22/13,11/15/13,68,11/22/13
50660,796,1,0,11/04/13,11/22/13,11/15/13,89,11/22/13
50661,797,1,0,11/04/13,11/22/13,11/15/13,50,11/22/13
50662,798,2,0,11/04/13,11/22/13,11/15/13,36,11/22/13
50663,800,2,0,11/04/13,11/22/13,11/15/13,10,11/22/13
50664,954,1,0,11/04/13,11/22/13,11/15/13,88,11/22/13
50665,956,2,0,11/04/13,11/22/13,11/15/13,59,11/22/13
50666,957,1,0,11/04/13,11/22/13,11/15/13,76,11/22/13
50667,960,1,0,11/04/13,11/22/13,11/15/13,119,11/22/13
50668,962,1,0,11/04/13,11/22/13,11/15/13,14,11/22/13
50669,963,1,0,11/04/13,11/22/13,11/15/13,61,11/22/13
50670,964,1,0,11/04/13,11/22/13,11/15/13,44,11/22/13
50671,967,1,0,11/04/13,11/22/13,11/15/13,2,11/22/13
50672,973,1,0,11/04/13,11/22/13,11/15/13,80,11/22/13
50673,977,1,0,11/04/13,11/22/13,11/15/13,18,11/22/13
50674,979,1,0,11/04/13,11/22/13,11/15/13,57,11/22/13
50675,980,1,0,11/04/13,11/22/13,11/15/13,105,11/22/13
50676,981,1,0,11/04/13,11/22/13,11/15/13,115,11/22/13
50677,983,1,0,11/04/13,11/22/13,11/15/13,100,11/22/13
50678,985,1,0,11/04/13,11/22/13,11/15/13,36,11/22/13
50679,989,1,0,11/04/13,11/22/13,11/15/13,113,11/22/13
50680,990,1,0,11/04/13,11/22/13,11/15/13,10,11/22/13
50681,997,2,0,11/04/13,11/22/13,11/15/13,29,11/22/13
50682,998,1,0,11/04/13,11/22/13,11/15/13,117,11/22/13
50683,999,1,0,11/04/13,11/22/13,11/15/13,28,11/22/13
50684,514,6,0,11/04/13,11/22/13,11/15/13,11,11/22/13
50685,516,11,0,11/04/13,11/22/13,11/15/13,97,11/22/13
50686,517,5,0,11/04/13,11/22/13,11/15/13,118,11/22/13
50687,518,6,0,11/04/13,11/22/13,11/15/13,15,11/22/13
50688,519,2,0,11/04/13,11/22/13,11/15/13,82,11/22/13
50689,520,5,0,11/04/13,11/22/13,11/15/13,14,11/22/13
50690,522,5,0,11/04/13,11/22/13,11/15/13,81,11/22/13
50691,680,1,0,11/04/13,11/14/13,11/15/13,20,11/14/13
50692,706,1,0,11/04/13,11/14/13,11/15/13,93,11/14/13
50693,722,1,0,11/04/13,11/14/13,11/15/13,92,11/14/13
50694,736,2,0,11/04/13,11/14/13,11/15/13,1,11/14/13
50695,737,1,0,11/04/13,11/14/13,11/15/13,59,11/14/13
50696,738,1,0,11/04/13,11/14/13,11/15/13,73,11/14/13
50697,739,1,0,11/04/13,11/14/13,11/15/13,20,11/14/13
50698,742,1,0,11/04/13,11/14/13,11/15/13,90,11/14/13
50699,743,2,0,11/04/13,11/14/13,11/15/13,43,11/14/13
50700,746,2,0,11/04/13,11/14/13,11/15/13,109,11/14/13
50701,747,2,0,11/04/13,11/22/13,11/15/13,54,11/22/13
50702,748,3,0,11/04/13,11/22/13,11/15/13,82,11/22/13
50703,805,13,0,11/04/13,11/22/13,11/15/13,2,11/22/13
50704,806,22,0,11/04/13,11/22/13,11/15/13,16,11/22/13
50705,807,5,0,11/04/13,11/22/13,11/15/13,31,11/22/13
50706,808,6,0,11/04/13,11/22/13,11/15/13,107,11/22/13
50707,810,11,0,11/04/13,11/22/13,11/15/13,84,11/22/13
50708,811,5,0,11/04/13,11/22/13,11/15/13,55,11/22/13
50709,812,6,0,11/04/13,11/22/13,11/15/13,50,11/22/13
50710,813,2,0,11/04/13,11/22/13,11/15/13,113,11/22/13
50711,815,6,0,11/04/13,11/22/13,11/15/13,42,11/22/13
50712,816,11,0,11/04/13,11/22/13,11/15/13,106,11/22/13
50713,818,5,0,11/04/13,11/22/13,11/15/13,46,11/22/13
50714,819,6,0,11/04/13,11/22/13,11/15/13,32,11/22/13
50715,820,2,0,11/04/13,11/22/13,11/15/13,9,11/22/13
50716,821,10,0,11/04/13,11/22/13,11/15/13,108,11/22/13
50717,822,1,0,11/04/13,11/22/13,11/15/13,1,11/22/13
50718,823,6,0,11/04/13,11/22/13,11/15/13,58,11/22/13
50719,824,11,0,11/04/13,11/22/13,11/15/13,75,11/22/13
50720,826,5,0,11/04/13,11/22/13,11/15/13,85,11/22/13
50721,827,6,0,11/04/13,11/22/13,11/15/13,91,11/22/13
50722,828,2,0,11/04/13,11/22/13,11/15/13,105,11/22/13
50723,829,10,0,11/04/13,11/22/13,11/15/13,47,11/22/13
50724,833,3,0,11/04/13,11/14/13,11/15/13,113,11/14/13
50725,835,2,0,11/04/13,11/14/13,11/15/13,92,11/14/13
50726,885,1,0,11/04/13,11/14/13,11/15/13,72,11/14/13
50727,887,1,0,11/04/13,11/14/13,11/15/13,13,11/14/13
50728,889,2,0,11/04/13,11/14/13,11/15/13,74,11/14/13
50729,891,1,0,11/04/13,11/14/13,11/15/13,18,11/14/13
50730,894,40,0,11/04/13,11/22/13,11/15/13,45,11/22/13
50731,895,1,0,11/04/13,11/14/13,11/15/13,26,11/14/13
50732,898,1,0,11/04/13,11/14/13,11/15/13,106,11/14/13
50733,900,1,0,11/04/13,11/14/13,11/15/13,40,11/14/13
50734,901,1,0,11/04/13,11/14/13,11/15/13,90,11/14/13
50735,902,1,0,11/04/13,11/14/13,11/15/13,55,11/14/13
50736,904,1,0,11/04/13,11/14/13,11/15/13,70,11/14/13
50737,906,1,0,11/04/13,11/14/13,11/15/13,66,11/14/13
50738,917,1,0,11/04/13,11/14/13,11/15/13,88,11/14/13
50739,924,1,0,11/04/13,11/14/13,11/15/13,40,11/14/13
50740,942,1,0,11/04/13,11/22/13,11/15/13,0,11/22/13
50741,943,1,0,11/04/13,11/22/13,11/15/13,120,11/22/13
50742,945,40,0,11/04/13,11/22/13,11/15/13,43,11/22/13
50743,946,5,0,11/04/13,11/22/13,11/15/13,73,11/22/13
50744,947,5,0,11/04/13,11/22/13,11/15/13,51,11/22/13
50745,949,13,0,11/04/13,11/22/13,11/15/13,94,11/22/13
50746,950,22,0,11/04/13,11/22/13,11/15/13,14,11/22/13
50747,951,5,0,11/04/13,11/22/13,11/15/13,50,11/22/13
50748,994,21,0,11/04/13,11/22/13,11/15/13,72,11/22/13
50749,995,12,0,11/04/13,11/22/13,11/15/13,116,11/22/13
50750,996,7,0,11/04/13,11/22/13,11/15/13,80,11/22/13
50751,3,400,0,11/04/13,11/14/13,11/15/13,5,11/14/13
50752,324,80,0,11/04/13,11/14/13,11/15/13,68,11/14/13
50753,327,40,0,11/04/13,11/14/13,11/15/13,39,11/14/13
50754,328,34,0,11/04/13,11/14/13,11/15/13,46,11/14/13
50755,329,26,0,11/04/13,11/14/13,11/15/13,16,11/14/13
50756,330,20,0,11/04/13,11/14/13,11/15/13,91,11/14/13
50757,398,40,0,11/04/13,11/14/13,11/15/13,14,11/14/13
50758,399,40,0,11/04/13,11/14/13,11/15/13,22,11/14/13
50759,400,22,0,11/04/13,11/14/13,11/15/13,63,11/14/13
50760,401,58,0,11/04/13,11/14/13,11/15/13,110,11/14/13
50761,529,40,0,11/04/13,11/14/13,11/15/13,39,11/14/13
50762,532,160,0,11/04/13,11/14/13,11/15/13,37,11/14/13
50763,533,40,0,11/04/13,11/14/13,11/15/13,46,11/14/13
50764,534,40,0,11/04/13,11/14/13,11/15/13,40,11/14/13
50765,802,13,0,11/04/13,11/22/13,11/15/13,109,11/22/13
50766,803,9,0,11/04/13,11/22/13,11/15/13,18,11/22/13
50767,804,18,0,11/04/13,11/22/13,11/15/13,31,11/22/13
50768,316,80,0,11/04/13,11/14/13,11/15/13,24,11/14/13
50769,331,80,0,11/04/13,11/14/13,11/15/13,98,11/14/13
50770,350,40,0,11/04/13,11/14/13,11/15/13,101,11/14/13
50771,531,40,0,11/04/13,11/14/13,11/15/13,92,11/14/13
50772,780,2,0,11/05/13,11/16/13,11/16/13,65,11/16/13
50773,781,1,0,11/05/13,11/16/13,11/16/13,57,11/16/13
50774,783,1,0,11/05/13,11/16/13,11/16/13,119,11/16/13
50775,784,2,0,11/05/13,11/16/13,11/16/13,6,11/16/13
50776,792,1,0,11/05/13,11/16/13,11/16/13,13,11/16/13
50777,793,1,0,11/05/13,11/16/13,11/16/13,119,11/16/13
50778,797,1,0,11/05/13,11/16/13,11/16/13,91,11/16/13
50779,798,2,0,11/05/13,11/16/13,11/16/13,95,11/16/13
50780,799,1,0,11/05/13,11/16/13,11/16/13,22,11/16/13
50781,800,1,0,11/05/13,11/16/13,11/16/13,79,11/16/13
50782,801,2,0,11/05/13,11/16/13,11/16/13,109,11/16/13
50783,953,1,0,11/05/13,11/16/13,11/16/13,94,11/16/13
50784,954,1,0,11/05/13,11/16/13,11/16/13,58,11/16/13
50785,955,1,0,11/05/13,11/16/13,11/16/13,104,11/16/13
50786,960,1,0,11/05/13,11/16/13,11/16/13,13,11/16/13
50787,962,1,0,11/05/13,11/16/13,11/16/13,75,11/16/13
50788,967,1,0,11/05/13,11/16/13,11/16/13,52,11/16/13
50789,970,1,0,11/05/13,11/16/13,11/16/13,66,11/16/13
50790,973,1,0,11/05/13,11/16/13,11/16/13,71,11/16/13
50791,975,1,0,11/05/13,11/16/13,11/16/13,86,11/16/13
50792,978,1,0,11/05/13,11/16/13,11/16/13,93,11/16/13
50793,982,1,0,11/05/13,11/16/13,11/16/13,118,11/16/13
50794,983,1,0,11/05/13,11/16/13,11/16/13,51,11/16/13
50795,985,1,0,11/05/13,11/16/13,11/16/13,37,11/16/13
50796,988,3,0,11/05/13,11/16/13,11/16/13,107,11/16/13
50797,992,2,0,11/05/13,11/16/13,11/16/13,35,11/16/13
50798,993,1,0,11/05/13,11/16/13,11/16/13,98,11/16/13
50799,998,2,0,11/05/13,11/16/13,11/16/13,20,11/16/13
50800,514,9,0,11/05/13,11/16/13,11/16/13,32,11/16/13
50801,516,6,0,11/05/13,11/16/13,11/16/13,54,11/16/13
50802,517,2,0,11/05/13,11/16/13,11/16/13,18,11/16/13
50803,518,9,0,11/05/13,11/16/13,11/16/13,85,11/16/13
50804,519,2,0,11/05/13,11/16/13,11/16/13,50,11/16/13
50805,520,3,0,11/05/13,11/16/13,11/16/13,114,11/16/13
50806,521,2,0,11/05/13,11/16/13,11/16/13,9,11/16/13
50807,522,3,0,11/05/13,11/16/13,11/16/13,3,11/16/13
50808,706,1,0,11/05/13,11/15/13,11/16/13,26,11/15/13
50809,737,2,0,11/05/13,11/15/13,11/16/13,71,11/15/13
50810,739,2,0,11/05/13,11/15/13,11/16/13,99,11/15/13
50811,742,1,0,11/05/13,11/15/13,11/16/13,90,11/15/13
50812,743,1,0,11/05/13,11/15/13,11/16/13,109,11/15/13
50813,746,2,0,11/05/13,11/15/13,11/16/13,12,11/15/13
50814,805,12,0,11/05/13,11/16/13,11/16/13,22,11/16/13
50815,806,21,0,11/05/13,11/16/13,11/16/13,51,11/16/13
50816,807,3,0,11/05/13,11/16/13,11/16/13,67,11/16/13
50817,808,9,0,11/05/13,11/16/13,11/16/13,46,11/16/13
50818,810,6,0,11/05/13,11/16/13,11/16/13,110,11/16/13
50819,811,2,0,11/05/13,11/16/13,11/16/13,91,11/16/13
50820,812,9,0,11/05/13,11/16/13,11/16/13,61,11/16/13
50821,813,2,0,11/05/13,11/16/13,11/16/13,69,11/16/13
50822,815,9,0,11/05/13,11/16/13,11/16/13,39,11/16/13
50823,816,6,0,11/05/13,11/16/13,11/16/13,10,11/16/13
50824,818,2,0,11/05/13,11/16/13,11/16/13,73,11/16/13
50825,819,9,0,11/05/13,11/16/13,11/16/13,89,11/16/13
50826,820,2,0,11/05/13,11/16/13,11/16/13,76,11/16/13
50827,821,8,0,11/05/13,11/16/13,11/16/13,12,11/16/13
50828,822,1,0,11/05/13,11/16/13,11/16/13,38,11/16/13
50829,823,9,0,11/05/13,11/16/13,11/16/13,86,11/16/13
50830,824,6,0,11/05/13,11/16/13,11/16/13,0,11/16/13
50831,826,2,0,11/05/13,11/16/13,11/16/13,16,11/16/13
50832,827,9,0,11/05/13,11/16/13,11/16/13,31,11/16/13
50833,828,2,0,11/05/13,11/16/13,11/16/13,54,11/16/13
50834,829,8,0,11/05/13,11/16/13,11/16/13,40,11/16/13
50835,833,3,0,11/05/13,11/15/13,11/16/13,76,11/15/13
50836,834,1,0,11/05/13,11/15/13,11/16/13,86,11/15/13
50837,835,2,0,11/05/13,11/15/13,11/16/13,8,11/15/13
50838,836,2,0,11/05/13,11/15/13,11/16/13,19,11/15/13
50839,838,1,0,11/05/13,11/15/13,11/16/13,36,11/15/13
50840,887,1,0,11/05/13,11/15/13,11/16/13,112,11/15/13
50841,888,1,0,11/05/13,11/15/13,11/16/13,45,11/15/13
50842,890,1,0,11/05/13,11/15/13,11/16/13,28,11/15/13
50843,891,1,0,11/05/13,11/15/13,11/16/13,118,11/15/13
50844,893,1,0,11/05/13,11/15/13,11/16/13,40,11/15/13
50845,894,36,0,11/05/13,11/16/13,11/16/13,50,11/16/13
50846,898,1,0,11/05/13,11/15/13,11/16/13,90,11/15/13
50847,900,1,0,11/05/13,11/15/13,11/16/13,37,11/15/13
50848,903,1,0,11/05/13,11/15/13,11/16/13,114,11/15/13
50849,905,1,0,11/05/13,11/15/13,11/16/13,50,11/15/13
50850,906,1,0,11/05/13,11/15/13,11/16/13,10,11/15/13
50851,917,1,0,11/05/13,11/15/13,11/16/13,120,11/15/13
50852,920,3,0,11/05/13,11/15/13,11/16/13,38,11/15/13
50853,926,2,0,11/05/13,11/15/13,11/16/13,100,11/15/13
50854,927,1,0,11/05/13,11/15/13,11/16/13,8,11/15/13
50855,945,36,0,11/05/13,11/16/13,11/16/13,27,11/16/13
50856,946,3,0,11/05/13,11/16/13,11/16/13,57,11/16/13
50857,947,5,0,11/05/13,11/16/13,11/16/13,38,11/16/13
50858,949,12,0,11/05/13,11/16/13,11/16/13,116,11/16/13
50859,950,21,0,11/05/13,11/16/13,11/16/13,47,11/16/13
50860,951,3,0,11/05/13,11/16/13,11/16/13,14,11/16/13
50861,994,21,0,11/05/13,11/16/13,11/16/13,60,11/16/13
50862,995,10,0,11/05/13,11/16/13,11/16/13,97,11/16/13
50863,996,5,0,11/05/13,11/16/13,11/16/13,33,11/16/13
50864,3,360,0,11/05/13,11/15/13,11/16/13,85,11/15/13
50865,324,72,1,11/05/13,11/15/13,11/16/13,84,11/15/13
50866,327,36,0,11/05/13,11/15/13,11/16/13,64,11/15/13
50867,328,30,0,11/05/13,11/15/13,11/16/13,7,11/15/13
50868,329,26,0,11/05/13,11/15/13,11/16/13,85,11/15/13
50869,330,16,0,11/05/13,11/15/13,11/16/13,42,11/15/13
50870,398,36,0,11/05/13,11/15/13,11/16/13,3,11/15/13
50871,399,36,0,11/05/13,11/15/13,11/16/13,16,11/15/13
50872,400,22,0,11/05/13,11/15/13,11/16/13,110,11/15/13
50873,401,50,0,11/05/13,11/15/13,11/16/13,10,11/15/13
50874,529,36,0,11/05/13,11/15/13,11/16/13,75,11/15/13
50875,532,144,0,11/05/13,11/15/13,11/16/13,3,11/15/13
50876,533,36,1,11/05/13,11/15/13,11/16/13,87,11/15/13
50877,534,36,0,11/05/13,11/15/13,11/16/13,98,11/15/13
50878,802,12,0,11/05/13,11/16/13,11/16/13,13,11/16/13
50879,803,11,0,11/05/13,11/16/13,11/16/13,98,11/16/13
50880,804,13,0,11/05/13,11/16/13,11/16/13,62,11/16/13
50881,316,72,0,11/05/13,11/15/13,11/16/13,81,11/15/13
50882,331,72,0,11/05/13,11/15/13,11/16/13,6,11/15/13
50883,350,36,0,11/05/13,11/15/13,11/16/13,32,11/15/13
50884,531,36,0,11/05/13,11/15/13,11/16/13,88,11/15/13
50885,780,1,0,11/06/13,11/26/13,11/17/13,74,11/26/13
50886,781,3,0,11/06/13,11/26/13,11/17/13,15,11/26/13
50887,782,2,0,11/06/13,11/26/13,11/17/13,108,11/26/13
50888,783,1,0,11/06/13,11/26/13,11/17/13,101,11/26/13
50889,784,1,0,11/06/13,11/26/13,11/17/13,118,11/26/13
50890,792,1,0,11/06/13,11/26/13,11/17/13,30,11/26/13
50891,796,1,0,11/06/13,11/26/13,11/17/13,78,11/26/13
50892,797,2,0,11/06/13,11/26/13,11/17/13,66,11/26/13
50893,798,1,0,11/06/13,11/26/13,11/17/13,66,11/26/13
50894,799,1,0,11/06/13,11/26/13,11/17/13,56,11/26/13
50895,800,1,0,11/06/13,11/26/13,11/17/13,33,11/26/13
50896,954,1,0,11/06/13,11/26/13,11/17/13,104,11/26/13
50897,955,1,0,11/06/13,11/26/13,11/17/13,66,11/26/13
50898,958,1,0,11/06/13,11/26/13,11/17/13,5,11/26/13
50899,959,1,0,11/06/13,11/26/13,11/17/13,54,11/26/13
50900,961,1,0,11/06/13,11/26/13,11/17/13,97,11/26/13
50901,967,1,0,11/06/13,11/26/13,11/17/13,120,11/26/13
50902,969,1,0,11/06/13,11/26/13,11/17/13,113,11/26/13
50903,970,1,0,11/06/13,11/26/13,11/17/13,55,11/26/13
50904,974,2,0,11/06/13,11/26/13,11/17/13,32,11/26/13
50905,975,1,0,11/06/13,11/26/13,11/17/13,26,11/26/13
50906,977,1,0,11/06/13,11/26/13,11/17/13,51,11/26/13
50907,980,1,0,11/06/13,11/26/13,11/17/13,38,11/26/13
50908,981,2,0,11/06/13,11/26/13,11/17/13,49,11/26/13
50909,982,1,0,11/06/13,11/26/13,11/17/13,42,11/26/13
50910,987,1,0,11/06/13,11/26/13,11/17/13,42,11/26/13
50911,989,1,0,11/06/13,11/26/13,11/17/13,95,11/26/13
50912,997,1,0,11/06/13,11/26/13,11/17/13,19,11/26/13
50913,999,1,0,11/06/13,11/26/13,11/17/13,55,11/26/13
50914,514,6,0,11/06/13,11/26/13,11/17/13,109,11/26/13
50915,516,8,0,11/06/13,11/26/13,11/17/13,47,11/26/13
50916,517,3,0,11/06/13,11/26/13,11/17/13,106,11/26/13
50917,518,8,0,11/06/13,11/26/13,11/17/13,18,11/26/13
50918,519,2,0,11/06/13,11/26/13,11/17/13,120,11/26/13
50919,520,3,0,11/06/13,11/26/13,11/17/13,23,11/26/13
50920,521,1,0,11/06/13,11/26/13,11/17/13,42,11/26/13
50921,522,4,0,11/06/13,11/26/13,11/17/13,10,11/26/13
50922,680,1,0,11/06/13,11/16/13,11/17/13,116,11/16/13
50923,706,1,0,11/06/13,11/16/13,11/17/13,38,11/16/13
50924,722,1,0,11/06/13,11/16/13,11/17/13,9,11/16/13
50925,736,1,0,11/06/13,11/16/13,11/17/13,6,11/16/13
50926,738,1,0,11/06/13,11/16/13,11/17/13,46,11/16/13
50927,739,1,0,11/06/13,11/16/13,11/17/13,107,11/16/13
50928,742,3,0,11/06/13,11/16/13,11/17/13,26,11/16/13
50929,743,1,0,11/06/13,11/16/13,11/17/13,21,11/16/13
50930,746,1,0,11/06/13,11/16/13,11/17/13,100,11/16/13
50931,747,2,0,11/06/13,11/26/13,11/17/13,99,11/26/13
50932,805,8,0,11/06/13,11/26/13,11/17/13,50,11/26/13
50933,806,23,0,11/06/13,11/26/13,11/17/13,88,11/26/13
50934,807,4,0,11/06/13,11/26/13,11/17/13,41,11/26/13
50935,808,6,0,11/06/13,11/26/13,11/17/13,3,11/26/13
50936,810,8,0,11/06/13,11/26/13,11/17/13,103,11/26/13
50937,811,3,0,11/06/13,11/26/13,11/17/13,22,11/26/13
50938,812,8,0,11/06/13,11/26/13,11/17/13,118,11/26/13
50939,813,2,0,11/06/13,11/26/13,11/17/13,31,11/26/13
50940,815,6,0,11/06/13,11/26/13,11/17/13,90,11/26/13
50941,816,8,0,11/06/13,11/26/13,11/17/13,31,11/26/13
50942,818,3,0,11/06/13,11/26/13,11/17/13,31,11/26/13
50943,819,8,0,11/06/13,11/26/13,11/17/13,23,11/26/13
50944,820,2,0,11/06/13,11/26/13,11/17/13,109,11/26/13
50945,821,8,0,11/06/13,11/26/13,11/17/13,87,11/26/13
50946,822,2,0,11/06/13,11/26/13,11/17/13,18,11/26/13
50947,823,6,0,11/06/13,11/26/13,11/17/13,35,11/26/13
50948,824,8,0,11/06/13,11/26/13,11/17/13,22,11/26/13
50949,826,3,0,11/06/13,11/26/13,11/17/13,112,11/26/13
